timestamp,Temperature (*C),Humidity (%)
4/12/2023 9:41,29.4,72.5
4/12/2023 9:41,29.4,72.5
4/12/2023 9:42,29.4,72.5
4/12/2023 9:42,29.4,72.5
4/12/2023 9:43,29.4,72.5
4/12/2023 9:43,29.4,72.5
4/12/2023 9:44,29.4,72.5
4/12/2023 9:44,29.4,72.5
4/12/2023 9:45,29.4,72.5
4/12/2023 9:45,29.4,72.5
4/12/2023 9:45,29.4,72.5
4/12/2023 9:46,29.4,72.5
4/12/2023 9:46,29.4,72.5
4/12/2023 9:47,29.3,72.1
4/12/2023 9:47,29.3,72.1
4/12/2023 9:48,29.3,72.2
4/12/2023 9:48,29.3,72.2
4/12/2023 9:49,29.2,72.5
4/12/2023 9:49,29.2,72.5
4/12/2023 9:50,29.2,72.4
4/12/2023 9:50,29.2,72.4
4/12/2023 9:51,29.2,72.4
4/12/2023 9:51,29.2,72.4
4/12/2023 9:52,29.2,72.4
4/12/2023 9:52,29.2,72.4
4/12/2023 9:53,29.2,72.4
4/12/2023 9:53,29.2,72.2
4/12/2023 9:54,29.2,72.2
4/12/2023 9:54,29.2,72.3
4/12/2023 9:55,29.2,72.3
4/12/2023 9:55,29.2,72.4
4/12/2023 9:56,29.2,72.4
4/12/2023 9:56,29.2,72.3
4/12/2023 9:57,29.2,72.3
4/12/2023 9:57,29.2,72.3
4/12/2023 9:58,29.2,72.3
4/12/2023 9:58,29.2,72.4
4/12/2023 9:59,29.2,72.4
4/12/2023 9:59,29.3,72.1
4/12/2023 10:00,29.3,72.1
4/12/2023 10:00,29.3,72.1
4/12/2023 10:01,29.3,71.7
4/12/2023 10:01,29.3,71.7
4/12/2023 10:02,29.3,71.5
4/12/2023 10:02,29.3,71.5
4/12/2023 10:03,29.3,71.4
4/12/2023 10:03,29.3,71.4
4/12/2023 10:04,29.3,71.4
4/12/2023 10:04,29.3,71.4
4/12/2023 10:05,29.3,71.4
4/12/2023 10:05,29.3,71.4
4/12/2023 10:06,29.3,71.4
4/12/2023 10:06,29.3,71.4
4/12/2023 10:07,29.3,71.4
4/12/2023 10:07,29.3,71.4
4/12/2023 10:07,29.3,71.4
4/12/2023 10:08,29.3,71.4
4/12/2023 10:08,29.3,71.4
4/12/2023 10:09,29.3,71.4
4/12/2023 10:09,29.3,71.4
4/12/2023 10:10,29.3,71.1
4/12/2023 10:10,29.3,71.1
4/12/2023 10:11,29.2,71.3
4/12/2023 10:11,29.2,71.3
4/12/2023 10:12,29.2,71.4
4/12/2023 10:12,29.2,71.4
4/12/2023 10:13,29.2,71.3
4/12/2023 10:13,29.2,71.3
4/12/2023 10:14,29.2,71.1
4/12/2023 10:14,29.2,71.1
4/12/2023 10:15,29.2,71.2
4/12/2023 10:15,29.2,71.2
4/12/2023 10:16,29.2,71.1
4/12/2023 10:16,29.2,71.1
4/12/2023 10:17,29.2,71.2
4/12/2023 10:19,29.2,71.1
4/12/2023 10:19,29.2,71.1
4/12/2023 10:20,29.2,71.1
4/12/2023 10:20,29.2,71.1
4/12/2023 10:21,29.2,71.1
4/12/2023 10:21,29.2,71.1
4/12/2023 10:22,29.2,71.1
4/12/2023 10:22,29.2,71.1
4/12/2023 10:23,29.2,71.1
4/12/2023 10:23,29.1,70.5
4/12/2023 10:24,29.1,70.5
4/12/2023 10:24,29.1,70.5
4/12/2023 10:25,29.1,70.6
4/12/2023 10:25,29.1,70.6
4/12/2023 10:26,29.1,70.6
4/12/2023 10:26,29.1,70.6
4/12/2023 10:27,29.2,70.4
4/12/2023 10:27,29.2,70.4
4/12/2023 10:27,29.2,70.4
4/12/2023 10:28,29.2,70.4
4/12/2023 10:28,29.1,70.4
4/12/2023 10:29,29.1,70.4
4/12/2023 10:29,29.1,70.6
4/12/2023 10:30,29.1,70.6
4/12/2023 10:30,29.1,70.4
4/12/2023 10:31,29.1,70.4
4/12/2023 10:31,29.2,70.5
4/12/2023 10:32,29.2,70.5
4/12/2023 10:32,29.2,70.2
4/12/2023 10:33,29.2,70.2
4/12/2023 10:33,29.1,69.9
4/12/2023 10:34,29.1,69.9
4/12/2023 10:34,29.1,70.2
4/12/2023 10:35,29.1,70.2
4/12/2023 10:35,29.1,70.2
4/12/2023 10:36,29.1,70.2
4/12/2023 10:36,29.1,70.2
4/12/2023 10:37,29.1,70.2
4/12/2023 10:37,29.1,70.2
4/12/2023 10:38,29.1,70.2
4/12/2023 10:38,29.1,70.2
4/12/2023 10:39,29.1,70.2
4/12/2023 10:39,29.3,70.4
4/12/2023 10:40,29.3,70.4
4/12/2023 10:40,29.4,70.2
4/12/2023 10:41,29.4,70.2
4/12/2023 10:41,29.3,70.2
4/12/2023 10:42,29.3,70.2
4/12/2023 10:42,29.2,70.4
4/12/2023 10:43,29.2,70.4
4/12/2023 10:43,29.2,70.5
4/12/2023 10:44,29.2,70.5
4/12/2023 10:44,29.2,70.6
4/12/2023 10:45,29.2,70.6
4/12/2023 10:45,29.2,70.4
4/12/2023 10:46,29.2,70.4
4/12/2023 10:46,29.2,70.4
4/12/2023 10:47,29.2,70.4
4/12/2023 10:47,29.1,70.2
4/12/2023 10:48,29.1,70.2
4/12/2023 10:48,29.1,70.2
4/12/2023 10:49,29.1,70.2
4/12/2023 10:49,29.1,70.2
4/12/2023 10:50,29.1,70.2
4/12/2023 10:50,29.1,70.2
4/12/2023 10:50,29.1,70.2
4/12/2023 10:51,29.1,70.2
4/12/2023 10:51,29.1,70.2
